company,percentage,demographics,job_category
HP Inc.,0.8,Black_or_African_American_female,Managers
Sanmina,0.8,Black_or_African_American_female,Managers
Square,0.8,Black_or_African_American_female,Managers
NetApp,0.9,Black_or_African_American_female,Managers
Airbnb,1,Black_or_African_American_female,Managers
LinkedIn,1,Black_or_African_American_female,Managers
eBay,1,Black_or_African_American_female,Managers
Google,1.1,Black_or_African_American_female,Managers
Apple,1.4,Black_or_African_American_female,Managers
PayPal,1.5,Black_or_African_American_female,Managers
Intuit,1.8,Black_or_African_American_female,Managers
HPE,1.9,Black_or_African_American_female,Managers
Pinterest,2.5,Black_or_African_American_female,Managers
MobileIron,0,Hispanic_or_Latino_female,Managers
Pinterest,0,Hispanic_or_Latino_female,Managers
Salesforce,1,Hispanic_or_Latino_female,Managers
NetApp,1.1,Hispanic_or_Latino_female,Managers
Nvidia,1.1,Hispanic_or_Latino_female,Managers
Uber,1.2,Hispanic_or_Latino_female,Managers
Facebook,1.2,Hispanic_or_Latino_female,Managers
eBay,1.3,Hispanic_or_Latino_female,Managers
HPE,1.4,Hispanic_or_Latino_female,Managers
23andMe,1.5,Hispanic_or_Latino_female,Managers
Lyft,1.5,Hispanic_or_Latino_female,Managers
Intel,1.6,Hispanic_or_Latino_female,Managers
Cisco,1.6,Hispanic_or_Latino_female,Managers
Google,1.8,Hispanic_or_Latino_female,Managers
PayPal,1.8,Hispanic_or_Latino_female,Managers
Twitter,1.8,Hispanic_or_Latino_female,Managers
Apple,1.8,Hispanic_or_Latino_female,Managers
LinkedIn,1.9,Hispanic_or_Latino_female,Managers
Intuit,1.9,Hispanic_or_Latino_female,Managers
Adobe,2,Hispanic_or_Latino_female,Managers
HP Inc.,2.3,Hispanic_or_Latino_female,Managers
View,2.6,Hispanic_or_Latino_female,Managers
Airbnb,2.7,Hispanic_or_Latino_female,Managers
Sanmina,2.7,Hispanic_or_Latino_female,Managers
Square,3.1,Hispanic_or_Latino_female,Managers
HPE,6.5,Women_of_color,Managers
HP Inc.,6.8,Women_of_color,Managers
Sanmina,7.6,Women_of_color,Managers
View,7.7,Women_of_color,Managers
Intel,8.8,Women_of_color,Managers
Cisco,8.9,Women_of_color,Managers
Lyft,8.9,Women_of_color,Managers
Uber,9.4,Women_of_color,Managers
NetApp,9.4,Women_of_color,Managers
Salesforce,9.7,Women_of_color,Managers
Apple,9.9,Women_of_color,Managers
Twitter,11,Women_of_color,Managers
Adobe,12.9,Women_of_color,Managers
Facebook,12.9,Women_of_color,Managers
Airbnb,13.2,Women_of_color,Managers
MobileIron,13.5,Women_of_color,Managers
Intuit,13.6,Women_of_color,Managers
Square,13.7,Women_of_color,Managers
Nvidia,13.7,Women_of_color,Managers
Google,14.9,Women_of_color,Managers
eBay,15.1,Women_of_color,Managers
LinkedIn,15.7,Women_of_color,Managers
PayPal,15.9,Women_of_color,Managers
23andMe,16.9,Women_of_color,Managers
Pinterest,20,Women_of_color,Managers
Nvidia,1.3,Underrepresented_minorities_female,Managers
MobileIron,1.4,Underrepresented_minorities_female,Managers
NetApp,2.2,Underrepresented_minorities_female,Managers
View,2.6,Underrepresented_minorities_female,Managers
Cisco,2.6,Underrepresented_minorities_female,Managers
Salesforce,2.7,Underrepresented_minorities_female,Managers
Intel,2.8,Underrepresented_minorities_female,Managers
Adobe,2.9,Underrepresented_minorities_female,Managers
Uber,2.9,Underrepresented_minorities_female,Managers
eBay,3,Underrepresented_minorities_female,Managers
Facebook,3.2,Underrepresented_minorities_female,Managers
HP Inc.,3.4,Underrepresented_minorities_female,Managers
Twitter,3.5,Underrepresented_minorities_female,Managers
Sanmina,3.7,Underrepresented_minorities_female,Managers
HPE,3.7,Underrepresented_minorities_female,Managers
Apple,3.8,Underrepresented_minorities_female,Managers
Google,3.8,Underrepresented_minorities_female,Managers
PayPal,3.8,Underrepresented_minorities_female,Managers
Lyft,3.9,Underrepresented_minorities_female,Managers
LinkedIn,4.1,Underrepresented_minorities_female,Managers
Intuit,4.6,Underrepresented_minorities_female,Managers
Airbnb,4.7,Underrepresented_minorities_female,Managers
Square,5.5,Underrepresented_minorities_female,Managers
Pinterest,7.5,Underrepresented_minorities_female,Managers
23andMe,7.7,Underrepresented_minorities_female,Managers
HPE,19.6,People_of_color,Managers
HP Inc.,22.4,People_of_color,Managers
Lyft,25.9,People_of_color,Managers
23andMe,26.2,People_of_color,Managers
Sanmina,27.6,People_of_color,Managers
Salesforce,28.1,People_of_color,Managers
Adobe,29.3,People_of_color,Managers
View,30.8,People_of_color,Managers
Twitter,31.1,People_of_color,Managers
NetApp,31.5,People_of_color,Managers
Square,32.8,People_of_color,Managers
Intuit,33.1,People_of_color,Managers
Uber,33.7,People_of_color,Managers
Airbnb,34.2,People_of_color,Managers
Apple,34.9,People_of_color,Managers
Google,36.6,People_of_color,Managers
Cisco,36.8,People_of_color,Managers
PayPal,37.4,People_of_color,Managers
Intel,38.7,People_of_color,Managers
Facebook,39,People_of_color,Managers
eBay,39.1,People_of_color,Managers
LinkedIn,44.8,People_of_color,Managers
MobileIron,47.3,People_of_color,Managers
Pinterest,55,People_of_color,Managers
Nvidia,57.1,People_of_color,Managers
Nvidia,6.3,Underrepresented_minorities,Managers
Adobe,6.7,Underrepresented_minorities,Managers
eBay,6.8,Underrepresented_minorities,Managers
Uber,7.5,Underrepresented_minorities,Managers
NetApp,7.7,Underrepresented_minorities,Managers
Salesforce,7.7,Underrepresented_minorities,Managers
Twitter,7.8,Underrepresented_minorities,Managers
Cisco,8,Underrepresented_minorities,Managers
LinkedIn,8.5,Underrepresented_minorities,Managers
PayPal,8.8,Underrepresented_minorities,Managers
23andMe,9.2,Underrepresented_minorities,Managers
Google,9.3,Underrepresented_minorities,Managers
Facebook,9.3,Underrepresented_minorities,Managers
HPE,9.4,Underrepresented_minorities,Managers
Lyft,10,Underrepresented_minorities,Managers
Square,10.5,Underrepresented_minorities,Managers
Intuit,10.8,Underrepresented_minorities,Managers
Intel,11,Underrepresented_minorities,Managers
HP Inc.,11.2,Underrepresented_minorities,Managers
Apple,11.8,Underrepresented_minorities,Managers
Airbnb,12.9,Underrepresented_minorities,Managers
MobileIron,13.5,Underrepresented_minorities,Managers
Sanmina,14.2,Underrepresented_minorities,Managers
Pinterest,17.5,Underrepresented_minorities,Managers
View,17.9,Underrepresented_minorities,Managers
View,3.1,Hispanic_or_Latino,Sales workers/admin support/technicians and others
NetApp,3.4,Hispanic_or_Latino,Sales workers/admin support/technicians and others
Pinterest,4.1,Hispanic_or_Latino,Sales workers/admin support/technicians and others
Salesforce,4.5,Hispanic_or_Latino,Sales workers/admin support/technicians and others
LinkedIn,4.8,Hispanic_or_Latino,Sales workers/admin support/technicians and others
Adobe,6,Hispanic_or_Latino,Sales workers/admin support/technicians and others
HPE,6.3,Hispanic_or_Latino,Sales workers/admin support/technicians and others
Twitter,6.8,Hispanic_or_Latino,Sales workers/admin support/technicians and others
Cisco,7.8,Hispanic_or_Latino,Sales workers/admin support/technicians and others
Facebook,8.4,Hispanic_or_Latino,Sales workers/admin support/technicians and others
Lyft,8.4,Hispanic_or_Latino,Sales workers/admin support/technicians and others
eBay,8.9,Hispanic_or_Latino,Sales workers/admin support/technicians and others
MobileIron,9.2,Hispanic_or_Latino,Sales workers/admin support/technicians and others
Google,10,Hispanic_or_Latino,Sales workers/admin support/technicians and others
PayPal,10.1,Hispanic_or_Latino,Sales workers/admin support/technicians and others
HP Inc.,10.7,Hispanic_or_Latino,Sales workers/admin support/technicians and others
23andMe,10.9,Hispanic_or_Latino,Sales workers/admin support/technicians and others
Square,11,Hispanic_or_Latino,Sales workers/admin support/technicians and others
Airbnb,11.5,Hispanic_or_Latino,Sales workers/admin support/technicians and others
Sanmina,13.2,Hispanic_or_Latino,Sales workers/admin support/technicians and others
Uber,14.1,Hispanic_or_Latino,Sales workers/admin support/technicians and others
Intel,14.8,Hispanic_or_Latino,Sales workers/admin support/technicians and others
Nvidia,15.7,Hispanic_or_Latino,Sales workers/admin support/technicians and others
Intuit,15.9,Hispanic_or_Latino,Sales workers/admin support/technicians and others
Apple,16.9,Hispanic_or_Latino,Sales workers/admin support/technicians and others
Nvidia,28.8,White,Sales workers/admin support/technicians and others
Uber,50.3,White,Sales workers/admin support/technicians and others
Sanmina,51.1,White,Sales workers/admin support/technicians and others
23andMe,52.2,White,Sales workers/admin support/technicians and others
Square,56.2,White,Sales workers/admin support/technicians and others
View,56.2,White,Sales workers/admin support/technicians and others
Apple,57.5,White,Sales workers/admin support/technicians and others
Intuit,58,White,Sales workers/admin support/technicians and others
Intel,61.2,White,Sales workers/admin support/technicians and others
PayPal,65.8,White,Sales workers/admin support/technicians and others
Google,65.8,White,Sales workers/admin support/technicians and others
Facebook,66,White,Sales workers/admin support/technicians and others
Airbnb,66.4,White,Sales workers/admin support/technicians and others
Lyft,67.6,White,Sales workers/admin support/technicians and others
Twitter,69.7,White,Sales workers/admin support/technicians and others
HPE,73,White,Sales workers/admin support/technicians and others
MobileIron,74.5,White,Sales workers/admin support/technicians and others
HP Inc.,74.5,White,Sales workers/admin support/technicians and others
eBay,76.5,White,Sales workers/admin support/technicians and others
Adobe,76.8,White,Sales workers/admin support/technicians and others
Pinterest,78.7,White,Sales workers/admin support/technicians and others
LinkedIn,79,White,Sales workers/admin support/technicians and others
Cisco,79.7,White,Sales workers/admin support/technicians and others
Salesforce,81.6,White,Sales workers/admin support/technicians and others
NetApp,84.2,White,Sales workers/admin support/technicians and others
Pinterest,0.8,Black_or_African_American,Sales workers/admin support/technicians and others
MobileIron,1,Black_or_African_American,Sales workers/admin support/technicians and others
Nvidia,1.6,Black_or_African_American,Sales workers/admin support/technicians and others
23andMe,2.2,Black_or_African_American,Sales workers/admin support/technicians and others
Adobe,2.4,Black_or_African_American,Sales workers/admin support/technicians and others
Salesforce,2.8,Black_or_African_American,Sales workers/admin support/technicians and others
NetApp,3,Black_or_African_American,Sales workers/admin support/technicians and others
Airbnb,3.6,Black_or_African_American,Sales workers/admin support/technicians and others
Cisco,3.8,Black_or_African_American,Sales workers/admin support/technicians and others
Twitter,3.9,Black_or_African_American,Sales workers/admin support/technicians and others
Facebook,4.1,Black_or_African_American,Sales workers/admin support/technicians and others
LinkedIn,4.8,Black_or_African_American,Sales workers/admin support/technicians and others
eBay,5.3,Black_or_African_American,Sales workers/admin support/technicians and others
Google,5.8,Black_or_African_American,Sales workers/admin support/technicians and others
HP Inc.,5.8,Black_or_African_American,Sales workers/admin support/technicians and others
Intel,6,Black_or_African_American,Sales workers/admin support/technicians and others
Sanmina,7.9,Black_or_African_American,Sales workers/admin support/technicians and others
Intuit,8.7,Black_or_African_American,Sales workers/admin support/technicians and others
HPE,11.5,Black_or_African_American,Sales workers/admin support/technicians and others
Square,12.5,Black_or_African_American,Sales workers/admin support/technicians and others
Apple,14,Black_or_African_American,Sales workers/admin support/technicians and others
Lyft,14.3,Black_or_African_American,Sales workers/admin support/technicians and others
PayPal,17,Black_or_African_American,Sales workers/admin support/technicians and others
Uber,22,Black_or_African_American,Sales workers/admin support/technicians and others
View,25.6,Black_or_African_American,Sales workers/admin support/technicians and others
PayPal,4.6,Asian,Sales workers/admin support/technicians and others
Lyft,5.7,Asian,Sales workers/admin support/technicians and others
HP Inc.,6.1,Asian,Sales workers/admin support/technicians and others
Cisco,6.8,Asian,Sales workers/admin support/technicians and others
eBay,6.8,Asian,Sales workers/admin support/technicians and others
HPE,6.9,Asian,Sales workers/admin support/technicians and others
Uber,6.9,Asian,Sales workers/admin support/technicians and others
Salesforce,7.6,Asian,Sales workers/admin support/technicians and others
Apple,7.7,Asian,Sales workers/admin support/technicians and others
NetApp,8.2,Asian,Sales workers/admin support/technicians and others
LinkedIn,8.4,Asian,Sales workers/admin support/technicians and others
MobileIron,10.2,Asian,Sales workers/admin support/technicians and others
Airbnb,11.8,Asian,Sales workers/admin support/technicians and others
Intuit,12.1,Asian,Sales workers/admin support/technicians and others
Adobe,12.8,Asian,Sales workers/admin support/technicians and others
View,12.8,Asian,Sales workers/admin support/technicians and others
Intel,14.2,Asian,Sales workers/admin support/technicians and others
Square,14.5,Asian,Sales workers/admin support/technicians and others
Pinterest,14.8,Asian,Sales workers/admin support/technicians and others
Google,15,Asian,Sales workers/admin support/technicians and others
Twitter,16.4,Asian,Sales workers/admin support/technicians and others
Facebook,16.8,Asian,Sales workers/admin support/technicians and others
23andMe,21.7,Asian,Sales workers/admin support/technicians and others
Sanmina,26.6,Asian,Sales workers/admin support/technicians and others
Nvidia,51.8,Asian,Sales workers/admin support/technicians and others
NetApp,15.9,Female_total,Sales workers/admin support/technicians and others
View,15.9,Female_total,Sales workers/admin support/technicians and others
MobileIron,20.4,Female_total,Sales workers/admin support/technicians and others
Intel,23.6,Female_total,Sales workers/admin support/technicians and others
HP Inc.,27.9,Female_total,Sales workers/admin support/technicians and others
Cisco,31.7,Female_total,Sales workers/admin support/technicians and others
Salesforce,32.9,Female_total,Sales workers/admin support/technicians and others
Adobe,34,Female_total,Sales workers/admin support/technicians and others
Apple,34.1,Female_total,Sales workers/admin support/technicians and others
HPE,35.9,Female_total,Sales workers/admin support/technicians and others
Nvidia,36.6,Female_total,Sales workers/admin support/technicians and others
Sanmina,43.7,Female_total,Sales workers/admin support/technicians and others
Square,44.6,Female_total,Sales workers/admin support/technicians and others
Uber,46,Female_total,Sales workers/admin support/technicians and others
eBay,47.9,Female_total,Sales workers/admin support/technicians and others
Google,51.7,Female_total,Sales workers/admin support/technicians and others
LinkedIn,52.2,Female_total,Sales workers/admin support/technicians and others
Lyft,53.2,Female_total,Sales workers/admin support/technicians and others
Facebook,53.5,Female_total,Sales workers/admin support/technicians and others
Intuit,55.4,Female_total,Sales workers/admin support/technicians and others
PayPal,55.6,Female_total,Sales workers/admin support/technicians and others
Airbnb,55.9,Female_total,Sales workers/admin support/technicians and others
Twitter,58.7,Female_total,Sales workers/admin support/technicians and others
Pinterest,59.8,Female_total,Sales workers/admin support/technicians and others
23andMe,89.1,Female_total,Sales workers/admin support/technicians and others
View,9.3,White_female,Sales workers/admin support/technicians and others
MobileIron,11.2,White_female,Sales workers/admin support/technicians and others
NetApp,12.6,White_female,Sales workers/admin support/technicians and others
Nvidia,12.6,White_female,Sales workers/admin support/technicians and others
Intel,13.1,White_female,Sales workers/admin support/technicians and others
Apple,17.8,White_female,Sales workers/admin support/technicians and others
Uber,20.5,White_female,Sales workers/admin support/technicians and others
HP Inc.,20.8,White_female,Sales workers/admin support/technicians and others
Cisco,23.3,White_female,Sales workers/admin support/technicians and others
HPE,24.1,White_female,Sales workers/admin support/technicians and others
Adobe,24.2,White_female,Sales workers/admin support/technicians and others
Sanmina,24.6,White_female,Sales workers/admin support/technicians and others
Salesforce,25.5,White_female,Sales workers/admin support/technicians and others
Square,25.9,White_female,Sales workers/admin support/technicians and others
Intuit,31.5,White_female,Sales workers/admin support/technicians and others
Facebook,32.8,White_female,Sales workers/admin support/technicians and others
Google,33.1,White_female,Sales workers/admin support/technicians and others
Lyft,34.2,White_female,Sales workers/admin support/technicians and others
PayPal,35,White_female,Sales workers/admin support/technicians and others
eBay,36.2,White_female,Sales workers/admin support/technicians and others
Twitter,39.1,White_female,Sales workers/admin support/technicians and others
Airbnb,39.2,White_female,Sales workers/admin support/technicians and others
LinkedIn,41.8,White_female,Sales workers/admin support/technicians and others
23andMe,47.8,White_female,Sales workers/admin support/technicians and others
Pinterest,49.2,White_female,Sales workers/admin support/technicians and others
NetApp,1.7,Asian_female,Sales workers/admin support/technicians and others
HP Inc.,2.1,Asian_female,Sales workers/admin support/technicians and others
HPE,2.1,Asian_female,Sales workers/admin support/technicians and others
PayPal,2.3,Asian_female,Sales workers/admin support/technicians and others
Cisco,2.7,Asian_female,Sales workers/admin support/technicians and others
Lyft,2.7,Asian_female,Sales workers/admin support/technicians and others
eBay,3,Asian_female,Sales workers/admin support/technicians and others
Apple,3,Asian_female,Sales workers/admin support/technicians and others
MobileIron,3.1,Asian_female,Sales workers/admin support/technicians and others
Salesforce,3.2,Asian_female,Sales workers/admin support/technicians and others
Uber,3.4,Asian_female,Sales workers/admin support/technicians and others
View,3.9,Asian_female,Sales workers/admin support/technicians and others
Intel,4.6,Asian_female,Sales workers/admin support/technicians and others
LinkedIn,4.8,Asian_female,Sales workers/admin support/technicians and others
Adobe,5.1,Asian_female,Sales workers/admin support/technicians and others
Airbnb,5.4,Asian_female,Sales workers/admin support/technicians and others
Square,6,Asian_female,Sales workers/admin support/technicians and others
Intuit,6.9,Asian_female,Sales workers/admin support/technicians and others
Pinterest,8.2,Asian_female,Sales workers/admin support/technicians and others
Google,8.9,Asian_female,Sales workers/admin support/technicians and others
Facebook,9.9,Asian_female,Sales workers/admin support/technicians and others
Sanmina,10.8,Asian_female,Sales workers/admin support/technicians and others
Twitter,11.6,Asian_female,Sales workers/admin support/technicians and others
Nvidia,13.1,Asian_female,Sales workers/admin support/technicians and others
23andMe,15.2,Asian_female,Sales workers/admin support/technicians and others
Pinterest,0,Black_or_African_American_female,Sales workers/admin support/technicians and others
Adobe,0.6,Black_or_African_American_female,Sales workers/admin support/technicians and others
NetApp,0.9,Black_or_African_American_female,Sales workers/admin support/technicians and others
Nvidia,1,Black_or_African_American_female,Sales workers/admin support/technicians and others
MobileIron,1,Black_or_African_American_female,Sales workers/admin support/technicians and others
Intel,1.1,Black_or_African_American_female,Sales workers/admin support/technicians and others
Salesforce,1.1,Black_or_African_American_female,Sales workers/admin support/technicians and others
HP Inc.,1.3,Black_or_African_American_female,Sales workers/admin support/technicians and others
Cisco,1.4,Black_or_African_American_female,Sales workers/admin support/technicians and others
Airbnb,1.5,Black_or_African_American_female,Sales workers/admin support/technicians and others
Twitter,1.5,Black_or_African_American_female,Sales workers/admin support/technicians and others
View,1.9,Black_or_African_American_female,Sales workers/admin support/technicians and others
LinkedIn,2,Black_or_African_American_female,Sales workers/admin support/technicians and others
23andMe,2.2,Black_or_African_American_female,Sales workers/admin support/technicians and others
Facebook,2.2,Black_or_African_American_female,Sales workers/admin support/technicians and others
Google,2.7,Black_or_African_American_female,Sales workers/admin support/technicians and others
eBay,2.7,Black_or_African_American_female,Sales workers/admin support/technicians and others
Sanmina,3.8,Black_or_African_American_female,Sales workers/admin support/technicians and others
Intuit,5.1,Black_or_African_American_female,Sales workers/admin support/technicians and others
Square,5.2,Black_or_African_American_female,Sales workers/admin support/technicians and others
Apple,6,Black_or_African_American_female,Sales workers/admin support/technicians and others
HPE,6.1,Black_or_African_American_female,Sales workers/admin support/technicians and others
Lyft,9.2,Black_or_African_American_female,Sales workers/admin support/technicians and others
PayPal,11.7,Black_or_African_American_female,Sales workers/admin support/technicians and others
Uber,13,Black_or_African_American_female,Sales workers/admin support/technicians and others
View,0.4,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
NetApp,0.5,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
Pinterest,1.6,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
Salesforce,1.7,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
LinkedIn,2.4,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
HPE,2.7,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
HP Inc.,3,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
MobileIron,3.1,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
Adobe,3.4,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
Cisco,3.6,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
Intel,3.6,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
Twitter,3.7,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
Sanmina,4.1,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
eBay,4.3,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
Lyft,4.6,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
Square,4.6,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
PayPal,5.2,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
Facebook,5.2,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
Google,5.2,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
Uber,5.8,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
Apple,5.8,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
Airbnb,6.7,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
Intuit,8.4,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
Nvidia,8.4,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
23andMe,10.9,Hispanic_or_Latino_female,Sales workers/admin support/technicians and others
NetApp,3.3,Women_of_color,Sales workers/admin support/technicians and others
View,6.6,Women_of_color,Sales workers/admin support/technicians and others
HP Inc.,7.1,Women_of_color,Sales workers/admin support/technicians and others
Salesforce,7.3,Women_of_color,Sales workers/admin support/technicians and others
Cisco,8.4,Women_of_color,Sales workers/admin support/technicians and others
MobileIron,9.2,Women_of_color,Sales workers/admin support/technicians and others
Adobe,9.9,Women_of_color,Sales workers/admin support/technicians and others
LinkedIn,10.4,Women_of_color,Sales workers/admin support/technicians and others
Intel,10.5,Women_of_color,Sales workers/admin support/technicians and others
Pinterest,10.7,Women_of_color,Sales workers/admin support/technicians and others
HPE,11.7,Women_of_color,Sales workers/admin support/technicians and others
eBay,11.7,Women_of_color,Sales workers/admin support/technicians and others
Apple,16.3,Women_of_color,Sales workers/admin support/technicians and others
Airbnb,16.7,Women_of_color,Sales workers/admin support/technicians and others
Google,18.6,Women_of_color,Sales workers/admin support/technicians and others
Square,18.7,Women_of_color,Sales workers/admin support/technicians and others
Lyft,18.9,Women_of_color,Sales workers/admin support/technicians and others
Sanmina,19,Women_of_color,Sales workers/admin support/technicians and others
Twitter,19.7,Women_of_color,Sales workers/admin support/technicians and others
PayPal,20.6,Women_of_color,Sales workers/admin support/technicians and others
Facebook,20.7,Women_of_color,Sales workers/admin support/technicians and others
Intuit,23.9,Women_of_color,Sales workers/admin support/technicians and others
Nvidia,24.1,Women_of_color,Sales workers/admin support/technicians and others
Uber,25.5,Women_of_color,Sales workers/admin support/technicians and others
23andMe,41.3,Women_of_color,Sales workers/admin support/technicians and others
NetApp,1.6,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
Pinterest,2.5,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
View,2.7,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
Salesforce,4.2,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
Adobe,4.8,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
HP Inc.,5.1,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
LinkedIn,5.6,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
Cisco,5.7,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
Intel,5.9,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
MobileIron,6.1,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
Twitter,8.1,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
Sanmina,8.3,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
eBay,8.7,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
HPE,9.7,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
Google,9.8,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
Facebook,10.8,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
Nvidia,11,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
Airbnb,11.3,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
Square,12.7,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
Apple,13.3,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
Lyft,16.2,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
Intuit,17.1,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
PayPal,18.4,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
Uber,22.1,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
23andMe,26.1,Underrepresented_minorities_female,Sales workers/admin support/technicians and others
NetApp,15.8,People_of_color,Sales workers/admin support/technicians and others
Salesforce,18.4,People_of_color,Sales workers/admin support/technicians and others
Cisco,20.3,People_of_color,Sales workers/admin support/technicians and others
LinkedIn,21,People_of_color,Sales workers/admin support/technicians and others
Pinterest,21.3,People_of_color,Sales workers/admin support/technicians and others
Adobe,23.2,People_of_color,Sales workers/admin support/technicians and others
eBay,23.5,People_of_color,Sales workers/admin support/technicians and others
MobileIron,25.5,People_of_color,Sales workers/admin support/technicians and others
HP Inc.,25.5,People_of_color,Sales workers/admin support/technicians and others
HPE,27,People_of_color,Sales workers/admin support/technicians and others
Twitter,30.3,People_of_color,Sales workers/admin support/technicians and others
Lyft,32.4,People_of_color,Sales workers/admin support/technicians and others
Airbnb,33.6,People_of_color,Sales workers/admin support/technicians and others
Facebook,34,People_of_color,Sales workers/admin support/technicians and others
PayPal,34.2,People_of_color,Sales workers/admin support/technicians and others
Google,34.2,People_of_color,Sales workers/admin support/technicians and others
Intel,38.8,People_of_color,Sales workers/admin support/technicians and others
Intuit,42,People_of_color,Sales workers/admin support/technicians and others
Apple,42.5,People_of_color,Sales workers/admin support/technicians and others
View,43.8,People_of_color,Sales workers/admin support/technicians and others
Square,43.8,People_of_color,Sales workers/admin support/technicians and others
23andMe,47.8,People_of_color,Sales workers/admin support/technicians and others
Sanmina,48.9,People_of_color,Sales workers/admin support/technicians and others
Uber,49.7,People_of_color,Sales workers/admin support/technicians and others
Nvidia,71.2,People_of_color,Sales workers/admin support/technicians and others
Pinterest,6.6,Underrepresented_minorities,Sales workers/admin support/technicians and others
NetApp,7.6,Underrepresented_minorities,Sales workers/admin support/technicians and others
Adobe,10.4,Underrepresented_minorities,Sales workers/admin support/technicians and others
Salesforce,10.8,Underrepresented_minorities,Sales workers/admin support/technicians and others
LinkedIn,12.6,Underrepresented_minorities,Sales workers/admin support/technicians and others
Cisco,13.5,Underrepresented_minorities,Sales workers/admin support/technicians and others
Twitter,14,Underrepresented_minorities,Sales workers/admin support/technicians and others
MobileIron,15.3,Underrepresented_minorities,Sales workers/admin support/technicians and others
eBay,16.7,Underrepresented_minorities,Sales workers/admin support/technicians and others
Facebook,17.2,Underrepresented_minorities,Sales workers/admin support/technicians and others
Google,19.2,Underrepresented_minorities,Sales workers/admin support/technicians and others
Nvidia,19.4,Underrepresented_minorities,Sales workers/admin support/technicians and others
HP Inc.,19.4,Underrepresented_minorities,Sales workers/admin support/technicians and others
HPE,20.1,Underrepresented_minorities,Sales workers/admin support/technicians and others
Airbnb,21.8,Underrepresented_minorities,Sales workers/admin support/technicians and others
Sanmina,22.3,Underrepresented_minorities,Sales workers/admin support/technicians and others
Intel,24.6,Underrepresented_minorities,Sales workers/admin support/technicians and others
23andMe,26.1,Underrepresented_minorities,Sales workers/admin support/technicians and others
Lyft,26.7,Underrepresented_minorities,Sales workers/admin support/technicians and others
Square,29.3,Underrepresented_minorities,Sales workers/admin support/technicians and others
PayPal,29.6,Underrepresented_minorities,Sales workers/admin support/technicians and others
Intuit,29.9,Underrepresented_minorities,Sales workers/admin support/technicians and others
View,31,Underrepresented_minorities,Sales workers/admin support/technicians and others
Apple,34.8,Underrepresented_minorities,Sales workers/admin support/technicians and others
Uber,42.8,Underrepresented_minorities,Sales workers/admin support/technicians and others
